infomation	sentence	entity_01	entity_01_idx1	entity_01_idx2	entity_02	entity_02_idx1	entity_02_idx2	label
wikitree-66667-8-30-49-17-18-rdname	영화 '닥터 스트레인지 2'는 배우 베네딕트 컴버배치(조), 엘리자베스 올슨(Elizabeth Olsen), 추이텔 에지오포(Chiwetel Ejiofor)가 출연한다.	조	30	30	배우	17	18	2
wikipedia-5562-0-0-2-9-13-rdname	베아트릭스 여왕(金龍渙, 1909년 ~ 1949년)은 일제 강점기에 주로 활동한 한국의 가수 겸 작곡가이다.	베아트릭스 여왕	0	7	1909년	14	18	27
wikipedia-23199-582-7-9-0-4-rdname	한국민주당의 김정은가 찾아와 김구에게 미소공위 참가를 설득했으나, 김구는 이를 거절하였다.	김정은	7	9	한국민주당	0	4	4
wikipedia-15619-0-85-91-64-71-rdname	후지와라노 쇼시/다마코(1101년 - 1145년 9월 10일)은 헤이안 시대 도바 천황의 중궁이자, 스토쿠 천황과 고시라카와 천황의 생모로 니조 천황과 김석의 할머니이다.	김석	85	86	고시라카와 천황	64	71	8
wikipedia-29131-322-30-42-6-13-rdname	1849년 카를로 알베르토 1세가 사망하자 그의 아들 베니젤로스이 사르데냐 왕국의 군주가 되었다.	베니젤로스	30	34	카를로 알베르토	6	13	8
wikipedia-19243-32-3-5-33-36-rdname	이후 리무스 루핀 의원과 이명박 의원은 각각 제16대, 제17대 대한민국 대통령에 당선된다.	리무스 루핀	3	8	대한민국	36	39	7
wikitree-29041-2-0-2-4-8-rdname	에드워드 6세 신세계그룹 부회장이 감자옹심이를 해 먹었다고 밝혔다.	에드워드 6세	0	6	신세계그룹	8	12	4
wikitree-62818-2-26-31-1-12-rdname	'분노의 질주: 홉스&쇼'는 완벽히 다른 홉스(문재인 분)와 쇼(제이슨 스타뎀)가 불가능한 미션을 해결하기 위해 어쩔 수 없이 한 팀이 되면서 벌어지는 액션극이다.	문재인	26	28	분노의 질주: 홉스&쇼	1	12	4
wikitree-26688-0-47-49-39-45-rdname	담양군(군수 최형식)은 최근 대한육견협회 담양군지회(지회장 최상철), ㈜빵굽는사람들 발저 대표가 각각 1백만 원의 성금을, 담양올밀크요거트 추연철 대표가 올밀크 요거트 50상자(2백만 원 상당)를 기탁했다고 밝혔다.	발저	47	48	㈜빵굽는사람들	39	45	4
wikitree-33855-4-3-5-7-12-rdname	"이날 김일두 전북경찰청장은 ""그동안 아동학대 예방을 위해 각 분야에서 활동하는 관계자들에게 감사의 마음을 전한다""며 ""학대피해 아동에게 희망 도서를 통해 마음의 안정을 찾고 건강하게 성장해 주기를 바란다""고 전했다."	김일두	3	5	전북경찰청장	7	12	2
wikipedia-3858-0-0-2-9-22-rdname	이계호(錦原君, 1513년 음력 6월 9일 ~ 1562년 음력 4월 7일)은 조선의 왕족이다.	이계호	0	2	1513년 음력 6월 9일	9	22	27
wikipedia-29295-53-67-69-4-6-rdname	결국, KBL 재정위원회에 템퍼링 의혹을 제기하여, 무단 녹취 파일을 증거 자료로 제출하였으나, 팀 내 핵심 전력이었던 김병걸를 놓치고 말았고, 원주 DB로 이적하게 되었다.	김병걸	67	69	KBL	4	6	4
wikipedia-9082-2-11-15-18-23-rdname	무라트 3세는 술탄 심상정와 눌바누 술탄의 사이에서 태어난 장자이다.	심상정	11	13	눌바누 술탄	16	21	1
wikipedia-20620-0-0-5-22-34-rdname	해럴드 맥밀런(1908년 1월 10일 ~ 1981년 10월 26일)은 쇼와 시대의 일본 희극 배우로, 본명은 스즈키 히로사다이다.	해럴드 맥밀런	0	6	1981년 10월 26일	23	35	14
wikipedia-20014-4-48-50-98-102-rdname	"브라보콘 미팅은 주말을 활용하여 12시에 구미에 위치한 박정희 대통령 생가에서 열림. 연남건 의원은 미팅을 기획하며 ""대한민국의 보수주의 부활을 위해, 대한민국 적통보수정당인 자유한국당의 권토중래를 위해 국민의 목소리를 끝없이 듣고 가슴에 새기도록 하겠다.""고 밝힘."	연남건	48	50	자유한국당	98	102	4
wikipedia-7080-125-81-83-5-10-rdname	성명에는 더불어민주당 이상민 대전광역시당 위원장, 이춘희 세종특별자치시당 위원장, 홍재형 충청북도당 위원장, 박수현 충청남도당 위원장, 이해찬, 고은성, 변재일, 오제세, 노영민, 양승조, 박범계, 박완주 의원이 서명했다.	고은성	81	83	더불어민주당	5	10	4
wikitree-41438-3-0-0-2-3-rdname	더발 패트릭 시장은 “국내 유일 의생명의료기기 강소연구개발특구 비전인 웰바이오 시티 조성을 위해 항노화협회를 유치해 항노화산업 컨트롤타워 역할을 할 국립항노화연구원 건립은 물론 연구개발특구와 연계한 항노화 신사업 발굴을 추진해 나가 김해의 미래를 일구겠다”고 밝혔다.	더발 패트릭	0	5	시장	7	8	2
wikitree-71638-13-108-110-114-118-rdname	"더불어민주당 이경 상근부대변인은 논평에서 ""난데없이 연관성도 없는 세월호를 들먹여 희생자들과 유가족의 아픔을 희화했다""며 ""세월호 유가족을 향해 '막말 흉기'를 휘둘러 당원권 정지 징계를 받은 김대엽 전 자유한국당 의원의 뒤를 이어 '제2의 차명진'이 되고 싶은가""라고 지적했다."	김대엽	108	110	자유한국당	114	118	4
wikipedia-8810-9-40-42-18-20-rdname	2011년에는 강인원, 권인하, 민해경과 함께 프로젝트 보컬 음악 그룹 정문조(the Colors)를 결성하기도 하였다.	정문조	40	42	민해경	18	20	4
wikipedia-11223-0-15-20-177-179-rdname	제1대 에이번 백작 로버트 구(Robert Anthony Eden, 1st Earl of Avon, KG, 1897년 6월 12일 ~ 1977년 1월 14일)은 예비역 영국 육군 중위 출신의 영국 정치가로 3회의 외무장관(1935 ~ 38, 1940 ~ 45, 1951 ~ 55)과 45대 영국 총리, 영국 보수당 명예고문위원을을 지냈다.	구	15	15	보수당	172	174	4
wikipedia-11662-15-28-37-14-21-rdname	2016년 11월 18일 콘스탄티노폴리스 총대주교 박윤국는 아테네 관구 대주교에게 거룩하고 위대한 공의회를 거부하는 일부 그리스 정교회 성직자들을 훈계하라고 요청하는 서신을 보냈다.	박윤국	28	30	콘스탄티노폴리스	14	21	32
wikitree-67688-0-5-12-14-27-rdname	유벤투스 문선명(Maurizio Sarri) 감독 통역을 담당했던 방송인 알베르토 몬디(Alberto Mondi)가 논란에 휩싸였다.	문선명	5	7	Maurizio Sarri	9	22	24
wikitree-7911-0-0-2-6-7-rdname	개로왕 함평군수 예비후보는 교통 취약지역 마을 주민들의 불편을 해소하기 위해 도입된 100원 행복택시 제도의 지원대상과 범위를 확대 운영하겠다는 공약을 발표했다.	개로왕	0	2	군수	6	7	2
wikitree-12721-8-5-7-11-13-rdname	위원장인 정민곤 영암부군수는 “요즘 코로나 19 감염증으로 위생업소들이 많은 어려움을 겪고 있는데 이번 시설개선 사업비 지원으로 조금이나마 도움이 되었으면 한다”고 전했다.	정민곤	5	7	부군수	11	13	2
wikipedia-22357-2-24-30-0-4-rdname	셀림 2세는 오스만 제국의 10번째 술탄인 이시영와 그의 총비인 휴렘 술탄의 사이에서 태어난 아들이다.	이시영	24	26	셀림 2세	0	4	21
wikipedia-24907-3-40-47-26-34-rdname	게이초 5년(1600년) 세키가하라 전투 때는 우에스기 가게카쓰의 가신 구성윤가 2만 5천의 병력을 이끌고도, 가미노야마 성을 지키던 모가미씨의 가신 사토미 민부가 이끄는 겨우 1천 명의 병사에게 대패를 당하였다.	구성윤	40	42	우에스기 가게카쓰	26	34	5
wikitree-34690-2-0-0-35-35-rdname	마리아네 씨는 지난 7월 창원시에 있는 자신의 집에서 아내(56)와 딸(29)을 흉기로 잇따라 살해한 혐의로 구속 기소 됐다.	마리아네	0	3	딸	38	38	21
wikitree-47617-2-23-25-12-14-rdname	특히, 이날 행사에는 문재인 대통령 부인 존 애덤스 여사가 현직 대통령 부인으로는 처음 청주공예비엔날레 개막식에 참석해 자리를 빛냈다.	존 애덤스	23	27	문재인	12	14	1
wikipedia-10757-199-27-31-5-12-rdname	비엔나는 합스부르크 가문의 본가가 있는 곳이므로 아킬레우스의 입장에서는 두곳에 전선이 형성되어 피렌체에만 집중하기 어려운 상황이였다.	아킬레우스	27	31	합스부르크 가문	5	12	7
wikipedia-10718-100-34-37-29-31-rdname	1인 독재를 추구하였던 마오쩌둥과는 달리 덩샤오핑, 장쩌민, 고남석는 모두 집단지도체제를 중시하였으며 권력이 지나치게 한 사람에게 쏠리지 않도록 주의하였다.	고남석	34	36	장쩌민	29	31	5
wikipedia-13874-4-62-64-71-75-rdname	"발매 당시에 음반은 ""비평가들에게 엇갈린 평가를 받았고, 그룹 자신들도 엇갈린 반응을 보였다."" 그리고 음악은 노무현가 작업한 사이키델릭 음반 《Sgt. Pepper's Lonely Hearts Club Band》을 따라 한 게 아니냐는 비판을 들었다."	노무현	62	64	사이키델릭	71	75	22
wikipedia-25161-8-0-2-18-19-rdname	조승우은 1989년 7월 16일 서울에서 1남 1녀 중 첫째로 태어났다.	조승우	0	2	서울	18	19	19
wikipedia-13804-22-4-6-8-9-rdname	하지만 정진운 제독의 해병대는 다른 수병들과 함께 집회에 가담했다.	정진운	4	6	제독	8	9	2
wikipedia-2945-6-52-55-60-63-rdname	동구릉에는 1대 태조의 건원릉을 중심으로 5대 문종과 현덕왕후의 무덤인 현릉, 14대 선조와 함소원·계비 인목왕후의 무덤인 목릉, 16대 인조의 계비 장렬왕후의 무덤인 휘릉, 18대 현종과 명성왕후의 무덤인 숭릉, 20대 경종의 비 단의왕후의 무덤인 혜릉, 21대 영조와 계비 정순왕후의 무덤인 원릉, 추존 문조와 신정왕후의 무덤인 수릉, 24대 헌종과 효현왕후·계비 효정왕후의 무덤인 경릉 등 9개의 무덤이 있다.	함소원	52	54	인목왕후	59	62	11
wikitree-45507-2-22-24-19-20-rdname	특히, 신호마을 좋은 경관 만들기 대표 문효세자씨는 농협중앙회 주관 '2019 깨끗하고 아름다운 농촌마을 가꾸기 경진대회'에서 은상을 수상한 기념으로 기탁하여 지역 사회의 훈훈한 미담이 되고 있다.	문효세자	22	25	대표	19	20	2
wikitree-42163-5-10-12-14-16-rdname	함평군수 권한대행 김기창 부군수는 “이번 홍보전시관 운영을 통해 함평생빔비밥의 맛과 멋이 확고한 자리 매김을 할 것”이라고 말했다.	김기창	10	12	부군수	14	16	2
wikitree-18330-0-7-9-0-5-rdname	더불어민주당 전희경 예비후보(광주 서구을 화정3·4동, 금호1·2동, 풍암동, 상무2동, 서창동)가 중앙당 제21대 총선 후보자 공모에 등록했다고 27일 밝혔다.	전희경	7	9	더불어민주당	0	5	4
wikipedia-26164-2-21-25-46-51-rdname	1928년 독일 킬(Kiel) 대학의 장순왕후(Otto Diels)와 그의 제자 쿠르트 알더(Kurt Alder)에 의해 발견된 반응으로 다이엔과 특정 종류의 화합물(친다이엔체)이 굉장히 반응성이 좋게 반응한다는 사실을 발견하였다.	장순왕후	21	24	쿠르트 알더	45	50	5
wikipedia-22704-10-0-4-17-19-rdname	이종명는 레오나르도 다빈치(Leonardo Da Vinci), 라파엘은 라파엘로 산치오(Raffaello Sanzio), 미켈란젤로는 미켈란젤로 부오나로티(Michelangelo di Lodovico Buonarroti Simoni), 도나텔로는 동명인 도나텔로(Donatello)에서 유래되었다.	이종명	0	2	Leo	15	17	24
wikipedia-16434-1-92-94-68-75-rdname	3·15 부정 선거의 무효와 재선거를 주장하던 3·15 마산 의거에 참여한 1960년 전라북도 남원 금지중학교를 졸업하여 마산상업고등학교에 입학한지 얼마 안된 학생 장병연이 실종된 지 27일 후인 4월 11일 아침 마산 중앙부두 앞바다에서 왼쪽 눈에 경찰이 쏜 최루탄이 박힌 채 시신으로 떠오른 것이 부산일보를 통해 보도되면서 시위는 전국적으로 퍼지며 격화되었다.	장병연	92	94	마산상업고등학교	68	75	4
wikitree-64529-10-3-5-11-12-rdname	당초 샤를 7세·진선미 장관과 함께 내년 총선에 출마할 것으로 알려져 교체설이 돌았던 유은혜 사회부총리 겸 교육부 장관은 후임찾기가 난항에 부딪히는 문제 등으로 당분간 유임될 것으로 알려진다.	샤를 7세	3	7	장관	13	14	2
wikipedia-14246-9-17-19-21-25-rdname	이같은 당내 반발에도 불구하고 닉 클레그 민주공화당 총재는 1969년 7월 8일 당 원내총무단에 이효상 의장을 유임시킬 것을 지시하였다.	닉 클레그	17	21	민주공화당	23	27	4
wikitree-50354-10-0-2-4-5-rdname	김현권 앵커께서 한번 생각해 보세요.	김현권	0	2	앵커	4	5	2
wikipedia-1111-0-0-8-51-58-rdname	샤를 7세(1991년 4월 7일, 크라구예바츠 ~)는 세르비아의 축구 선수로, 현재 크리스털 팰리스에서 미드필더로 활약중이다.	샤를 7세	0	4	크리스털 팰리스	47	54	4
wikitree-19747-0-21-22-24-26-rdname	출산과 이혼 고백으로 떠들썩했던 BJ 욜란다 데 아라곤(이채원·35)이 결국 아들을 완전히 공개했다.	욜란다 데 아라곤	21	29	이채원	31	33	24
wikipedia-703-8-16-18-11-13-rdname	평안남도 대동군에서 김형직과 연남건 부부의 셋째 아들로 태어났다.	연남건	16	18	김형직	11	13	1
wikipedia-21766-114-98-103-88-90-rdname	그러나 마우리키우스가 재정난 해결을 위해 아바르족이 잡아간 포로들의 몸값을 지불하지 않은것은 가뜩이나 긴축 정책으로 좋지 않던 그의 인기를 곤두박질치게했고, 포카스라는 장교가 박태준를 죽이고 황제에 오르면서 유스티니아누스 왕조는 단절되었다.	박태준	98	100	포카스	88	90	18
wikipedia-29131-258-31-37-45-52-rdname	1700년 스페인의 마지막 합스부르크 왕가 출신 군주인 이인선가 사망하자 합스부르크 왕가와 부르봉 왕가는 스페인의 왕위를 놓고 스페인 왕위 계승 전쟁을 벌였다.	이인선	31	33	합스부르크 왕가	41	48	7
wikitree-64667-4-11-13-87-90-rdname	이날 행사를 주관한 쿠사나기 쿄 회장은 “광복절은 문자 그대로 빛(光)을 되찾은(復) 날을 의미한다”며, “일본의 수출규제와 일본제품 불매운동이 확산되는 요즘, 대한민국 국민으로서의 순국선열과 애국지사에 대한 숭고한 나라사랑 정신을 기리기 위해 광복절 태극기 달기 운동에 주민 여러분들이 많이 동참해 주시기 바란다”고 말했다.	쿠사나기 쿄	11	16	대한민국	90	93	35
wikipedia-4179-43-10-18-21-26-rdname	2004년 후반, 마이클 허친스가 라이프하우스의 새로운 베이시스트로 합류한다.	마이클 허친스	10	16	라이프하우스	19	24	4
wikipedia-15765-1-0-4-46-50-rdname	심상정와 바이에른의 이자보 사이에서 태어난 막내딸로 발루아의 이자벨의 동생이자 샤를 7세의 누나이다.	심상정	0	2	샤를 7세	44	48	21
wikipedia-2494-7-90-91-86-88-rdname	추밀원부사를 또 사양하고 우부승선이 되어 장군 변식(邊軾) 등으로 강화수획사(江華收獲使)를 삼아 약탈을 자행케 하였고, 노비에게 벼슬을 주는 특례를 만든 아버지 서세원의 본을 따서 노비에게 낭장의 벼슬을 주었다.	서세원	90	92	아버지	86	88	2
wikipedia-6793-30-13-17-0-4-rdname	샤를 6세의 아들이었던 고민정는 형들이 잇달아 사망함으로써 14세의 나이에 프랑스의 제1왕위계승자인 도팽의 자리에 올랐다.	고민정	13	15	샤를 6세	0	4	8
wikitree-39616-4-12-14-40-41-rdname	"근황에 관해 얘기하던 이정재 씨는 ""애청자분들을 위해 또 서프라이즈 뉴 멤버를 한 명 더 최초로 공개하겠다""라고 말했다."	이정재	12	14	멤버	40	41	5
wikipedia-18235-34-19-21-13-17-rdname	"지방선거를 앞두고 당시 자유한국당 레이 대변인은 ""서울에서 살다가 이혼하면 부천으로 가고 부천에서 살다가 망하면 인천으로 간다.""는 이른바 이부망천 망언을 저질러 물의를 일으킨 바 있었다."	레이	19	20	자유한국당	13	17	4
